2039 <http://www.w3.org/2000/01/rdf-schema#label>
    486 <http://www.w3.org/2004/02/skos/core#prefLabel>
    459 <http://xmlns.com/foaf/0.1/name>
    259 <http://purl.org/dc/terms/title>
    150 <http://ogp.me/ns#title>
    113 <http://purl.org/dc/elements/1.1/title>
    103 <http://ogp.me/ns#description>
    100 <http://swrc.ontoware.org/ontology#name>
     78 <http://schema.org/name>
     76 <http://purl.org/dc/terms/description>
     53 <http://www.loc.gov/mads/rdf/v1#authoritativeLabel>
     52 <http://purl.org/linked-data/api/vocab#name>
     39 <http://www.w3.org/2004/02/skos/core#altLabel>
     34 <http://dbpedia.org/ontology/abstract>
     33 <http://dbpedia-live.openlinksw.com/ontology/abstract>
     28 <http://opengraphprotocol.org/schema/title>
     28 <http://opengraphprotocol.org/schema/site_name>
     27 <http://purl.org/rss/1.0/title>
     26 <http://pantabular.org/title>
     24 <http://www.w3.org/2008/05/skos-xl#literalForm>
     19 <http://purl.org/rss/1.0/description>
     18 <http://swrc.ontoware.org/ontology#keywords>
     17 <http://swrc.ontoware.org/ontology#title>
     16 <http://www.w3.org/ns/dcat#keyword>
     16 <http://dbpedia-live.openlinksw.com/property/name>
     15 <http://schema.org/description>
     13 <http://purl.org/dc/elements/1.1/description>
     13 <http://doc.metalex.eu/xml/name>
     12 <http://purl.org/linked-data/api/vocab#label>
      9 <http://purl.uniprot.org/core/scientificName>
      9 <http://purl.org/dc/terms/subtitle>
      8 <http://www.loc.gov/mads/rdf/v1#variantLabel>
      8 <http://www.geonames.org/ontology#name>
      8 <http://www.geonames.org/ontology#alternateName>
      7 <http://dbpedia-live.openlinksw.com/ontology/alias>
      7 <http://creativecommons.org/ns#attributionName>
      6 <http://yago-knowledge.org/resource/hasGivenName>
      6 <http://yago-knowledge.org/resource/hasFamilyName>
      6 <http://www.w3.org/ns/ma-ont#keyword>
      6 <http://www.bbc.co.uk/music/artists/name>
      6 <http://lod.taxonconcept.org/ontology/txn.owl#scientificName>
      5 <http://www.w3.org/2006/vcard/ns#country-name>
      5 <http://dbpedia-live.openlinksw.com/property/shortDescription>
      5 <htpp://www.abes.fr/foafname>
      4 <http://purl.org/vocabularies/getty/vp/labelPreferred>
      4 <http://purl.org/dc/terms/alternative>
      4 <http://lod.taxonconcept.org/ontology/txn.owl#acceptedName>
      4 <http://eagle-i.org/ont/app/1.0/preferredLabel>
      4 <http://data.linkedmdb.org/resource/movie/performance_name>
      4 <http://data.linkedct.org/vocab/facility_facility_name>
      3 <http://xmlns.com/foaf/0.1/nick>
      3 <http://xmlns.com/foaf/0.1/firstName>
      3 <http://usefulinc.com/ns/doap#name>
      3 <http://rs.tdwg.org/dwc/terms/ScientificName>
      3 <http://purl.org/ontology/daia/label>
      3 <http://opengraphprotocol.org/schema/description>
      3 <http://d-nb.info/standards/elementset/gnd#preferredNameForThePerson>
      3 <http://dbpedia.org/property/title>
      3 <http://dbpedia-live.openlinksw.com/property/alias>
      2 <twitter:title>
      2 <twitter:description>
      2 <http://s.opencalais.com/1/pred/name>
      2 <http://skipforward.net/skipforward/resource/seeder/skipinions/itemName>
      2 <http://purl.org/ontology/bibo/abstract>
      2 <http://ogp.me/ns#site:name>
      2 <http://lod.taxonconcept.org/ontology/txn.owl#commonName>
      2 <http://eagle-i.org/ont/app/1.0/resource_description>
      2 <http://dbpedia.org/property/name>
      2 <http://dbpedia-live.openlinksw.com/property/title>
      2 <http://dbpedia-live.openlinksw.com/property/caption>
      2 <http://dbpedia-live.openlinksw.com/property/alternativeNames>
      1 <http://xmlns.com/foaf/0.1/title>
      1 <http://www.w3.org/2006/vcard/ns#label>
      1 <http://www.sixhills-consulting.com/Menu/title>
      1 <http://www.ht2012.org/title>
      1 <http://www.cnr.it/ontology/cnr/pubblicazioni.owl#titolo>
      1 <http://wifo5-04.informatik.uni-mannheim.de/diseasome/resource/diseasome/name>
      1 <http://rs.tdwg.org/dwc/terms/scientificName>
      1 <http://rs.tdwg.org/dwc/terms/index.htm#vernacularName>
      1 <http://rdf.data-vocabulary.org/#title>
      1 <http://purl.uniprot.org/core/title>
      1 <http://purl.uniprot.org/core/otherName>
      1 <http://purl.org/ontology/bibo/title>
      1 <http://protege.stanford.edu/plugins/owl/protege#abstract>
      1 <http://lod.taxonconcept.org/ontology/txn.owl#originalName>
      1 <http://de.dbpedia.org/property/name>
      1 <http://de.dbpedia.org/property/kurzname>
      1 <http://de.dbpedia.org/property/kurzbeschreibung>
      1 <http://dbpedia.org/property/shortDescription>
      1 <http://dbpedia.org/property/officialName>
      1 <http://dbpedia-live.openlinksw.com/ontology/commonName>
      1 <http://data.linkedct.org/vocab/provenance_label>
      1 <http://data.linkedct.org/vocab/intervention_description>
